name,issns,active,withdrawn_date,withdrawal_reason
"Mind, Culture, and Activity",1074-9039;1532-7884,true,,
Minerals Engineering,0892-6875;1872-9444,true,,
Minerva,0026-4695;1573-1871,true,,
Mission studies,0168-9789;1573-3831,true,,
"Mitteilungen des Deutschen archäologischen Instituts, Athenische Abteilung",0342-1295,true,,
Mittellateinisches Jahrbuch,0076-9762,true,,
Mnemosyne: A Journal of Classical Studies,0026-7074;1568-525X,true,,
Modern China,0097-7004;1552-6836,true,,
MFS: Modern Fiction Studies,0026-7724;1080-658X,true,,
Modern Language Quarterly: A Journal of Literary History,0026-7929;1527-1943,true,,
Modern law review,0026-7961;1468-2230,true,,
Modern philology,0026-8232;1545-6951,true,,
Modern Theology,0266-7177;1468-0025,true,,
Modernism/Modernity,1071-6068;1080-6601,true,,
Molecular & Cellular Proteomics,1535-9476;1535-9484,true,,
Molecular Biology and Evolution (MBE),0737-4038;1537-1719,true,,
Molecular Cancer,1476-4598,true,,
Molecular Cancer Therapeutics,1535-7163;1538-8514,true,,
Molecular Plant-Microbe Interactions,0894-0282;1943-7706,true,,
Monumenta Nipponica,0027-0741;1880-1390,true,,
Mosaic,0027-1276;1925-5683,true,,
MRS bulletin,0883-7694;1938-1425,true,,
Multibody system dynamics,1384-5640;1573-272X,true,,
Museum International,1350-0775;1468-0033,true,,
Music & Letters,0027-4224;1477-4631,true,,
Music Analysis,0262-5245;1468-2249,true,,
Music Education Research,1461-3808;1469-9893,true,,
Music Perception,0730-7829;1533-8312,true,,
Music Theory Spectrum,0195-6167;1533-8339,true,,
Musicae Scientiae,1029-8649;2045-4147,true,,
Nano Letters,1530-6984;1530-6992,true,,
Narrative,1063-3685;1538-974X,true,,
Narrative Inquiry,1387-6740;1569-9935,true,,
Natural language & linguistic theory,0167-806X;1573-0859,true,,
Natural Language Engineering,1351-3249;1469-8110,false,2024-01-01,inactive in the register (Nedlagt år 2024; year only)
Natural product reports (Print),0265-0568;1460-4752,true,,
Nature Materials,1476-1122;1476-4660,true,,
Nature Reviews Drug Discovery,1474-1776;1474-1784,true,,
Neophilologus: An International Journal of Modern and Mediaeval Language and Literature,0028-2677;1572-8668,true,,
Netherlands Quarterly of Human Rights (NQHR),0924-0519;2214-7357,true,,
Neue Zeitschrift Für Systematische Theologie und Religionsphilosophie,0028-3517;1612-9520,true,,
Neural Computation,0899-7667;1530-888X,true,,
Neural Networks,0893-6080;1879-2782,true,,
Neuro-Oncology,1522-8517;1523-5866,true,,
New Journal of Physics,1367-2630,true,,
New Literary History,0028-6087;1080-661X,true,,
New York University law review (1950),0028-7881;2766-0834,true,,
Nineteenth-Century Literature,0891-9356;1067-8352,true,,
Nonlinearity,0951-7715;1361-6544,true,,
Nonprofit and Voluntary Sector Quarterly,0899-7640;1552-7395,true,,
NIR : Nordiskt immateriellt rättsskydd,0027-6723;2002-3456,true,,
Notes,0027-4380;1534-150X,true,,
Notes and Queries,0029-3970;1471-6941,true,,
Noûs,0029-4624;1468-0068,true,,
Nova Religio,1092-6690;1541-8480,true,,
Novel: A Forum on Fiction,0029-5132;1945-8509,true,,
New Theatre Quarterly,0266-464X;1474-0613,true,,
Nuclear Physics B,0550-3213;1873-1562,true,,
Numerische Mathematik,0029-599X;0945-3245,true,,
Nurse Education Today,0260-6917;1532-2793,true,,
Nursing Ethics,0969-7330;1477-0989,true,,
October,0162-2870;1536-013X,true,,
Opera Quarterly,0736-0053;1476-2870,true,,
Operations Research,0030-364X;1526-5463,true,,
"Ophthalmology (Rochester, Minn.)",0161-6420;1549-4713,true,,
Optics Express,1094-4087,true,,
Optics Letters,0146-9592;1539-4794,true,,
Orbis Litterarum,0105-7510;1600-0730,true,,
Organic Letters,1523-7060;1523-7052,true,,
Organization science,1047-7039;1526-5455,true,,
Organizational Research Methods,1094-4281;1552-7425,true,,
Organometallics,0276-7333;1520-6041,true,,
Osiris,0369-7827;1933-8287,true,,
Oxford Art Journal,0142-6540;1741-7287,true,,
Oxford Journal of Archaeology,0262-5253;1468-0092,true,,
Oxford Journal of Legal Studies,0143-6503;1464-3820,true,,
Oxford Studies in Ancient Philosophy (OSAP),0265-7651,true,,
Pacific Philosophical Quarterly,0279-0750;1468-0114,true,,
PAJ: Journal of Performance and Art,1520-281X;1537-9477,true,,
Public Administration Review,0033-3352;1540-6210,true,,
Parallel Computing,0167-8191;1872-7336,true,,
Past & Present,0031-2746;1477-464X,true,,
Patient Education and Counseling,0738-3991;1873-5134,true,,
Performance evaluation (Print),0166-5316;1872-745X,true,,
Performance Research: A Journal of the Performing Arts,1352-8165;1469-9990,true,,
Personality and Social Psychology Bulletin,0146-1672;1552-7433,true,,
Personnel Psychology,0031-5826;1744-6570,true,,
Perspectives on Politics,1537-5927;1541-0986,true,,
Pharmaceutical Research,0724-8741;1573-904X,true,,
PharmacoEconomics (Auckland),1170-7690;1179-2027,true,,
Pharmacoepidemiology and Drug Safety,1053-8569;1099-1557,true,,
Phenomenology and the Cognitive Sciences,1568-7759;1572-8676,true,,
Philological Quarterly (PQ),0031-7977;2169-5342,true,,
Philologus (Berlin),0031-7985;2196-7008,true,,
Philosophers' Imprint,1533-628X,true,,
The Philosophical Quarterly,0031-8094;1467-9213,true,,
Philosophical Review,0031-8108;1558-1470,true,,
Philosophy & Public Affairs,0048-3915;1088-4963,true,,
Philosophy and Literature,0190-0013;1086-329X,true,,
Philosophy and Phenomenological Research,0031-8205;1933-1592,true,,
Philosophy of Science,0031-8248;1539-767X,true,,
Philosophy of the Social Sciences,0048-3931;1552-7441,true,,
Phoenix,0031-8299;1929-4883,true,,
Phonetica: International Journal of Phonetic Science,0031-8388;1423-0321,true,,
Phonology,0952-6757;1469-8188,true,,
Phronesis: A Journal for Ancient Philosophy,0031-8868;1568-5284,true,,
Physica D : Non-linear phenomena,0167-2789;1872-8022,true,,
"Physical Chemistry, Chemical Physics - PCCP",1463-9076;1463-9084,true,,
Physical Education and Sport Pedagogy,1740-8989;1742-5786,true,,
Physical Review Letters,0031-9007;1079-7114,true,,
Physical Therapy & Rehabilitation Journal (PTJ),0031-9023;1538-6724,true,,
Physics Education,0031-9120;1361-6552,true,,
Physics Letters B,0370-2693;1873-2445,true,,
Physics reports,0370-1573;1873-6270,true,,
Phytochemistry,0031-9422;1873-3700,true,,
Placenta,0143-4004;1532-3102,true,,
Plant and Cell Physiology,0032-0781;1471-9053,true,,
Plant Biotechnology Journal,1467-7644;1467-7652,true,,
Plant Molecular Biology,0167-4412;1573-5028,true,,
Plant Pathology,0032-0862;1365-3059,true,,
Plant Physiology,0032-0889;1532-2548,true,,
Plastic and Reconstructive Surgery,0032-1052;1529-4242,true,,
PLoS Biology,1544-9173;1545-7885,true,,
Poetica,0303-4178;2589-0530,true,,
Poetics,0304-422X;1872-7514,true,,
Poetics Today,0333-5372;1527-5507,true,,
Police Quarterly (PQ),1098-6111;1552-745X,true,,
Policy & Politics,0305-5736;1470-8442,true,,
Policy and Society: An Interdisciplinary Journal of Policy Research,1449-4035;1839-3373,true,,
Political Communication,1058-4609;1091-7675,true,,
Political research quarterly,1065-9129;1938-274X,true,,
Popular music and society,0300-7766;1740-1712,true,,
Precambrian Research,0301-9268;1872-7433,true,,
Preventive Veterinary Medicine,0167-5877;1873-1716,true,,
Probability theory and related fields,0178-8051;1432-2064,true,,
Proceedings of the Aristotelian Society,0066-7374;1467-9264,true,,
Proceedings of the IEEE,0018-9219;1558-2256,true,,
Proceedings of the London Mathematical Society,0024-6115;1460-244X,true,,
Production and operations management,1059-1478;1937-5956,true,,
Progress in Energy and Combustion Science,0360-1285;1873-216X,true,,
Progress in Materials Science,0079-6425;1873-2208,true,,
Psychoanalytic psychology,0736-9735;1939-1331,true,,
Psychological Assessment,1040-3590;1939-134X,true,,
Psychological bulletin,0033-2909;1939-1455,true,,
Psychological methods,1082-989X;1939-1463,true,,
Psychological review,0033-295X;1939-1471,true,,
Psychology and Aging,0882-7974;1939-1498,true,,
Psychology of Addictive Behaviors,0893-164X;1939-1501,true,,
Psychology of Music,0305-7356;1741-3087,true,,
Psychology of Sport And Exercise,1469-0292;1878-5476,true,,
Psychology of women quarterly,0361-6843;1471-6402,true,,
Public Opinion Quarterly,0033-362X;1537-5331,true,,
Publications mathématiques (Bures-sur-Yvette),0073-8301;1618-1913,true,,
QUADERNI URBINATI DI CULTURA CLASSICA,0033-4987;1724-1901,true,,
Qualitative Health Research,1049-7323;1552-7557,true,,
Qualitative Research,1468-7941;1741-3109,true,,
Qualitative Social Work,1473-3250;1741-3117,true,,
Ramus - Critical Studies in Greek and Roman Literature,0048-671X;2202-932X,true,,
Random structures & algorithms (Print),1042-9832;1098-2418,true,,
Ratio Juris,0952-1917;1467-9337,true,,
Reading Research Quarterly,0034-0553;1936-2722,true,,
Regional studies,0034-3404;1360-0591,true,,
Reliability Engineering & System Safety,0951-8320;1879-0836,true,,
Religion,0048-721X;1096-1151,true,,
Remote Sensing of Environment,0034-4257;1879-0704,true,,
Renewable and Sustainable Energy Reviews,1364-0321;1879-0690,true,,
Reports on progress in physics (Print),0034-4885;1361-6633,true,,
Representations,0734-6018;1533-855X,true,,
Requirements Engineering,0947-3602;1432-010X,true,,
Research in Dance Education,1464-7893;1470-1111,true,,
Research in Drama Education,1356-9783;1470-112X,true,,
Research in Engineering Design,0934-9839;1435-6066,true,,
Research in Nursing and Health,0160-6891;1098-240X,true,,
Respiratory Research,1465-9921;1465-993X,true,,
Rethinking history,1364-2529;1470-1154,true,,
Review of accounting studies,1380-6653;1573-7136,true,,
Review of economic dynamics,1094-2025;1096-6099,true,,
Review of Economics and Statistics,0034-6535;1530-9142,true,,
Review of Educational Research,0034-6543;1935-1046,true,,
Review of English Studies,0034-6551;1471-6968,true,,
The Review of financial studies,0893-9454;1465-7368,true,,
Review of religious research,0034-673X;2211-4866,true,,
Reviews of Geophysics,8755-1209;1944-9208,true,,
Reviews of Modern Physics,0034-6861;1539-0756,true,,
Revista Iberoamericana,0034-9631;2154-4794,true,,
Revista matemática iberoamericana,0213-2230;2235-0616,true,,
Revue d'Histoire Litteraire de la France,0035-2411;2105-2689,true,,
Revue de l'Art,0035-1326;1953-812X,true,,
Revue de l'histoire des religions,0035-1423;2105-2573,true,,
"Revue de philologie, de littérature et d'histoire anciennes (RPh)",0035-1652;1760-8430,true,,
Revue des études byzantines,0766-5598;2261-060X,true,,
Rheinisches Museum für Philologie,0035-449X,true,,
Rheumatology,1462-0324;1462-0332,true,,
Rhetorica: A Journal of the History of Rhetoric,0734-8584;1533-8541,true,,
RIVISTA DI CULTURA CLASSICA E MEDIOEVALE,0035-6085;1724-062X,true,,
Rock Mechanics and Rock Engineering,0723-2632;1434-453X,true,,
Romanische Forschungen,0035-8126;1864-0737,true,,
Russian History,0094-288X;1876-3316,true,,
Russian Literature,0304-3479;1878-3678,false,2024-01-01,inactive in the register (Nedlagt år 2024; year only)
Russian Review,0036-0341;1467-9434,true,,
Safety Science,0925-7535;1879-1042,true,,
Scandinavian Journal of Statistics,0303-6898;1467-9469,true,,
Science Education,0036-8326;1098-237X,true,,
"Science, Technology and Human Values",0162-2439;1552-8251,true,,
Science Fiction Studies,0091-7729;2327-6207,true,,
Scientific Studies of Reading,1088-8438;1532-799X,true,,
Screen,0036-9543;1460-2474,true,,
Scripta Materialia,1359-6462;1872-8456,true,,
Scriptorium,0036-9772,true,,
Second Language Research,0267-6583;1477-0326,true,,
"Selecta Mathematica, New Series",1022-1824;1420-9020,true,,
Shakespeare Quarterly,0037-3222;1538-3555,true,,
SIAM Journal on Applied Mathematics,0036-1399;1095-712X,true,,
SIAM journal on computing (Print),0097-5397;1095-7111,true,,
SIAM Journal on Mathematical Analysis,0036-1410;1095-7154,true,,
SIAM Journal on Matrix Analysis and Applications,0895-4798;1095-7162,true,,
SIAM Journal on Numerical Analysis,0036-1429;1095-7170,true,,
SIAM Journal on Optimization,1052-6234;1095-7189,true,,
SIAM Journal on Scientific Computing,1064-8275;1095-7197,true,,
SIAM Review,0036-1445;1095-7200,true,,
Sign Language and Linguistics,1387-9316;1569-996X,true,,
Signs,0097-9740;1545-6943,true,,
Slavic and East European Journal,0037-6752;2325-7687,true,,
Social Forces,0037-7732;1534-7605,true,,
Social history (London),0307-1022;1470-1200,true,,
Social history of medicine,0951-631X;1477-4666,true,,
Social problems,0037-7791;1533-8533,true,,
Social science computer review,0894-4393;1552-8286,true,,
Social work,0037-8046;1545-6846,true,,
Social Work Education,0261-5479;1470-1227,true,,
Social work research (Print),1070-5309;1545-6838,true,,
Sociological methodology,0081-1750;1467-9531,true,,
Sociological Review,0038-0261;1467-954X,true,,
Sociological theory,0735-2751;1467-9558,true,,
Sociology of education,0038-0407;1939-8573,true,,
Sociology of religion,1069-4404;1759-8818,true,,
Software and Systems Modeling (SoSyM),1619-1366;1619-1374,true,,
Software quality journal,0963-9314;1573-1367,true,,
Solar Energy,0038-092X;1471-1257,true,,
Solar Energy Materials and Solar Cells,0927-0248;1879-3398,true,,
SPE Journal,1086-055X;1930-0220,true,,
SPE Reservoir Evaluation and Engineering,1094-6470;1930-0212,true,,
Speculum,0038-7134;2040-8072,true,,
Sports Medicine,0112-1642;1179-2035,true,,
Statistical Science,0883-4237;2168-8745,true,,
Statistics and computing,0960-3174;1573-1375,true,,
Structural Equation Modeling,1070-5511;1532-8007,true,,
Structural Safety,0167-4730;1879-3355,true,,
Studies in Conservation,0039-3630;2047-0584,true,,
Studies in Educational Evaluation,0191-491X;1879-2529,true,,
Studies in English Literature 1500-1900,0039-3657;1522-9270,true,,
Studies in History and Philosophy of Science,0039-3681;1879-2510,true,,
Studies in Mycology,0166-0616;1872-9797,true,,
Studies in Philosophy and Education,0039-3746;1573-191X,true,,
Studies in Romanticism,0039-3762;2330-118X,true,,
Studies in science education,0305-7267;1940-8412,true,,
Studies in Second Language Acquisition,0272-2631;1470-1545,true,,
Studies in the Literary Imagination (SLI),0039-3819;2165-2678,true,,
Studies in the Novel,0039-3827;1934-1512,true,,
Style,0039-4238;2374-6629,true,,
Vetus Testamentum Supplements Online,0083-5889;2214-9600,true,,
Systematic Biology,1063-5157;1076-836X,true,,
Systematic Entomology,0307-6970;1365-3113,true,,
Systems & control letters (Print),0167-6911;1872-7956,true,,
Systems Engineering,1098-1241;1520-6858,true,,
Teachers and Teaching: theory and practice,1354-0602;1470-1278,true,,
Teaching in Higher Education,1356-2517;1470-1294,true,,
Technological Forecasting and Social Change,0040-1625;1873-5509,true,,
Technology and Culture,0040-165X;1097-3729,true,,
Technology in society,0160-791X;1879-3274,true,,
Technometrics,0040-1706;1537-2723,true,,
Tectonics,0278-7407;1944-9194,true,,
Terminology,0929-9971;1569-9994,true,,
TESOL Quarterly,0039-8322;1545-7249,true,,
The American Educational Research Journal (AERJ),0002-8312;1935-1011,true,,
The American journal of comparative law,0002-919X;2326-9197,true,,
The Annals of Applied Probability,1050-5164;2168-8737,true,,
The Art Bulletin,0004-3079;1559-6478,true,,
The Classical Journal,0009-8353;2327-5812,true,,
TDR: The Drama Review,1054-2043;1531-4715,true,,
The gerontologist,0016-9013;1758-5341,true,,
The international journal for the psychology of religion,1050-8619;1532-7582,true,,
The International Journal of Children's Rights,0927-5568;1571-8182,true,,
The international journal of high performance computing applications,1094-3420;1741-2846,true,,
International Migration Review,0197-9183;1747-7379,true,,
The Journal of Aesthetic Education,0021-8510;1543-7809,true,,
The Journal of Agricultural Education and Extension,1389-224X;1750-8622,true,,
Journal of American History,0021-8723;1945-2314,true,,
The journal of artificial intelligence research,1076-9757;1943-5037,true,,
Journal of British Studies,0021-9371;1545-6986,true,,
The Lancet,0140-6736;1474-547X,true,,
The Lion and the Unicorn,0147-2593;1080-6563,true,,
The Modern Language Journal,0026-7902;1540-4781,true,,
The Sixteenth Century Journal,0361-0160;2326-0726,true,,
The Southern Journal of Philosophy,0038-4283;2041-6962,true,,
The VLDB journal,1066-8888;0949-877X,true,,
The William and Mary quarterly,0043-5597;1933-7698,true,,
"Theatre journal (Washington, D.C.)",0192-2882;1086-332X,true,,
Theatre research international,0307-8833;1474-0672,true,,
Theoretical Computer Science,0304-3975;1879-2294,true,,
Theory and society,0304-2421;1573-7853,true,,
Time & Society,0961-463X;1461-7463,true,,
Topics in Early Childhood Special Education,0271-1214;1538-4845,true,,
T'oung pao (Print),0082-5433;1568-5322,true,,
Toxicological Sciences,1096-6080;1096-0929,true,,
TrAC. Trends in analytical chemistry,0165-9936;1879-3142,true,,
Traditio,0362-1529;2166-5508,true,,
Transactions of the American Mathematical Society,0002-9947;1088-6850,true,,
Transactions of the American Philological Association (1974),0360-5949;1533-0699,true,,
Transactions of the Institute of British Geographers,0020-2754;1475-5661,true,,
Transactions of the Philological Society,0079-1636;1467-968X,true,,
Transactions of the Royal Historical Society,0080-4401;1474-0648,true,,
Transport in Porous Media,0169-3913;1573-1634,true,,
Transportation Research Part B: Methodological,0191-2615;1879-2367,true,,
Transportation Research,1361-9209;1879-2340,true,,
Transportation Research Part E: Logistics and Transportation Review,1366-5545;1878-5794,true,,
Transportation Science,0041-1655;1526-5447,true,,
Trends in Cognitive Sciences,1364-6613;1879-307X,true,,
Trends in Food Science & Technology,0924-2244;1879-3053,true,,
Tribology International,0301-679X;1879-2464,true,,
Tulsa Studies in Women's Literature,0732-7730;1936-1645,true,,
Turkic Languages,1431-4983,true,,
Urban Geography,0272-3638;1938-2847,true,,
User modeling and user-adapted interaction,0924-1868;1573-1391,true,,
Utilitas,0953-8208;1741-6183,true,,
Veterinary Microbiology,0378-1135;1873-2542,true,,
Veterinary Parasitology,0304-4017;1873-2550,true,,
Veterinary pathology,0300-9858;1544-2217,true,,
Veterinary Research (VR),0928-4249;1297-9716,true,,
Vetus Testamentum (Print),0042-4935;1568-5330,true,,
Viator: Medieval and Renaissance Studies,0083-5897;2031-0234,true,,
Victorian Poetry,0042-5206;1530-7190,true,,
Vierteljahrshefte für Zeitgeschichte,0042-5702;2196-7121,true,,
Vigiliae christianae (Print),0042-6032;1570-0720,true,,
Virginia law review,0042-6601;1942-9967,true,,
Voprosy Jazykoznanija (Topics in the study of language),0373-658X,true,,
Wiener Studien : Zeitschrift fyr klassische Philologie und Patristik,0084-005X;1813-3924,true,,
Wind Energy,1095-4244;1099-1824,true,,
Wissenschaftliche Untersuchungen zum Neuen Testament (WUNT),0512-1604;2568-7476,true,,
Word and Image,0266-6286;1943-2178,true,,
Work and occupations,0730-8884;1552-8464,true,,
World archaeology,0043-8243;1470-1375,true,,
World Journal of Urology,0724-4983;1433-8726,true,,
World Politics,0043-8871;1086-3338,true,,
Yale Classical Studies,0084-330X,true,,
The Yale law journal,0044-0094;1939-8611,true,,
Zeitschrift für die Alttestamentliche Wissenschaft,0044-2526;1613-0103,true,,
Zeitschrift für die neutestamentliche Wissenschaft und die Kunde der älteren Kirche,0044-2615;1613-009X,true,,
Zeitschrift für Germanistik,0323-7982;2235-1272,true,,
Zeitschrift für germanistische Linguistik,0301-3294;1613-0626,true,,
Zeitschrift für Kirchengeschichte,0044-2925,true,,
Zeitschrift für Kunstgeschichte,0044-2992,true,,
Zeitschrift für Slawistik,0044-3506;2196-7016,true,,
Zeitschrift für Theologie und Kirche (ZThK),0044-3549;1868-7377,true,,
Zeitschrift für Papyrologie und Epigraphik,0084-5388,true,,
Zeitschrift für Sprachwissenschaft,0721-9067;1613-3706,true,,
Zeitschrift für Ästhetik und allgemeine Kunstwissenschaft,0044-2186;2366-0740,true,,
19th Century Music,0148-2076;1533-8606,true,,
Cultural Analysis,2572-0643;1537-7873,true,,
Entrepreneurship: Theory and Practice,1042-2587;1540-6520,true,,
Journal of Geometric Analysis,1050-6926;1559-002X,true,,
Journal of Supply Chain Management,1523-2409;1745-493X,true,,
Journal of the AIS,1536-9323,true,,
Nature Methods,1548-7091;1548-7105,true,,
Oriente Moderno,0030-5472;2213-8617,true,,
Wirkendes Wort,0935-879X,true,,
Educational Researcher,0013-189X;1935-102X,true,,
Modern Intellectual History,1479-2443;1479-2451,true,,
Springer Monographs in Mathematics,1439-7382;2196-9922,true,,
Studia Islamica,0585-5292;1958-5705,true,,
Zeitschrift für Religionswissenschaft,0943-8610;2194-508X,true,,
Games and Culture,1555-4120;1555-4139,true,,
Road Materials and Pavement Design,1468-0629;2164-7402,true,,
Journal of Financial Econometrics,1479-8409;1479-8417,true,,
Review of Finance,1572-3097;1875-824X,true,,
"ACM Transactions on Multimedia Computing, Communications, and Applications (TOMCCAP)",1551-6857;1551-6865,true,,
Law and Literature,1535-685X;1541-2601,true,,
Fashion Theory,1362-704X;1751-7419,true,,
IEEE Transactions on Information Forensics and Security,1556-6013;1556-6021,true,,
Italian Studies,0075-1634;1748-6181,true,,
European Law Review,0307-5400,true,,
Journal of International Maritime Law,1478-8586,true,,
Maastricht Journal of European and Comparative Law (MJ),1023-263X;2399-5548,true,,
The Rabel Journal of Comparative and International Private Law (RabelsZ),0033-7250;1868-7059,true,,
Nordic Journal of Religion and Society,0809-7291;1890-7008,true,,
Molecular Systems Biology,1744-4292,true,,
The FEBS Journal,1742-464X;1742-4658,true,,
International Journal of Computer-Supported Collaborative Learning,1556-1607;1556-1615,true,,
Biology Letters,1744-9561;1744-957X,true,,
"TYCHE – Contributions to Ancient History, Papyrology and Epigraphy",1010-9161;2409-5540,true,,
Austrian Annual Journal,0078-3579;1729-5416,true,,
Environmental Archaeology,1461-4103;1749-6314,true,,
European Early Childhood Education Research Journal,1350-293X;1752-1807,true,,
Arte Medievale,0393-7267,true,,
Intercultural Pragmatics,1612-295X;1613-365X,true,,
Journal of Chemical Theory and Computation,1549-9618;1549-9626,true,,
Journal of African Archaeology,1612-1651;2191-5784,true,,
Bericht der Römisch-Germanischen Kommission,0341-9312;2364-6012,true,,
ACM Transactions on Algorithms (TALG),1549-6325;1549-6333,true,,
Proceedings - International Conference on Software Engineering,0270-5257;1558-1225,true,,
Eurographics,0946-2767,true,,
Proceedings - International Conference on Data Engineering,1084-4627,true,,
Rechtsgeschichte – Legal History,1619-4993;2195-9617,true,,
Distributed Computing Systems,1063-6927,true,,
IEEE Symposium on High-Performance Computer Architecture (HPCA),1530-0897;2378-203X,true,,
IEEE Symposium on Security and Privacy: Proceedings,1081-6011;2375-1207,true,,
Nature Physics,1745-2473;1745-2481,true,,
Focaal: Journal of Global and Historical Anthropology,0920-1297;1558-5263,true,,
Research in Mathematics Education,1479-4802;1754-0178,true,,
Electronic Book Review (EBR),1553-1139,true,,
Networks and Heterogeneous Media (NHM),1556-1801;1556-181X,true,,
Theoretical Economics,1933-6837;1555-7561,true,,
PLoS Computational Biology,1553-734X;1553-7358,true,,
Nature Structural & Molecular Biology,1545-9993;1545-9985,true,,
Acta Physiologica,1748-1708;1748-1716,true,,
Clinical Gastroenterology and Hepatology,1542-3565;1542-7714,true,,
Cochrane Database of Systematic Reviews,1469-493X,true,,
Journal of Exposure Science and Environmental Epidemiology,1559-0631;1559-064X,true,,
Finnisch-Ugrische Forschungen,0355-1253,true,,
Journal of Social Science Education (JSSE),1611-9665;1618-5293,true,,
"Mitteilungen des Deutschen Archäologischen Instituts, Abteilung Kairo",0342-1279,true,,
Future Anterior,1549-9715;1934-6026,true,,
Journal of Noncommutative Geometry,1661-6952;1661-6960,true,,
Journal of Statistical Software (JSS),1548-7660,true,,
Mittellateinische Studien und Texte,0076-9754,true,,
Studia liturgica: An International Ecumenical Review for Liturgical Research and Renewal,0039-3207;2517-4797,true,,
IEEE Communications Surveys and Tutorials,1553-877X,true,,
Educational Research Review,1747-938X;1878-0385,true,,
Language Resources and Evaluation,1574-020X;1574-0218,true,,
The Public Procurement Law Review,0963-8245,true,,
ACM Transactions on the Web,1559-1131;1559-114X,true,,
Regulation & Governance,1748-5983;1748-5991,true,,
"Mitteilungen des Deutschen archäologischen Instituts, Römische Abteilung",0342-1287,true,,
AlterNative: An International Journal of Indigenous Peoples,1177-1801;1174-1740,true,,
Journal of Geophysical Research (JGR): Oceans,2169-9275;2169-9291,true,,
Journal of Building Physics,1744-2591;1744-2583,true,,
Journal of Thoracic Oncology,1556-0864;1556-1380,true,,
International Journal of Behavioral Nutrition and Physical Activity,1479-5868,true,,
Nature Photonics,1749-4885;1749-4893,true,,
Nature Nanotechnology,1748-3387;1748-3395,true,,
Journal of Landscape Architecture (JoLA),1862-6033;2164-604X,true,,
International Journal of Greenhouse Gas Control,1750-5836;1878-0148,true,,
Nag Hammadi and Manichaean Studies,0929-2470,true,,
Journal of Social Work Practice,0265-0533;1465-3885,true,,
Intersections,1568-1181,true,,
Corpus Linguistics and Linguistic Theory,1613-7027;1613-7035,true,,
IEEE Transactions on Biomedical Circuits and Systems,1932-4545;1940-9990,true,,
Nature Protocols,1754-2189;1750-2799,true,,
Morphology,1871-5621;1871-5656,true,,
Museum and Society (M&S),1479-8360,true,,
Algebra & Number Theory,1937-0652;1944-7833,true,,
Annals of Applied Statistics,1932-6157;1941-7330,true,,
Pervasive and Mobile Computing,1574-1192;1873-1589,true,,
Journal of Topology,1753-8416;1753-8424,true,,
Journal of Linguistic Anthropology,1055-1360;1548-1395,true,,
Quarterly Journal of Political Science,1554-0626;1554-0634,true,,
Sinica Leidensia,0169-9563,true,,
Strategic Entrepreneurship Journal,1932-4391;1932-443X,true,,
Qualitative Research in Psychology,1478-0887;1478-0895,true,,
The Cryosphere,1994-0416;1994-0424,true,,
World Psychiatry,1723-8617;2051-5545,true,,
International Journal of Design,1991-3761;1994-036X,true,,
Comparative History of Literatures in European Languages,0238-0668,true,,
Iconicity in Language and Literature,1873-5037,true,,
Brill's Series in Jewish Studies,0926-2261,true,,
Handbook of Oriental Studies. Section 1 The Near and Middle East,0169-9423,true,,
Cuneiform Monographs,0929-0052,true,,
Probleme der Ägyptologie,0169-9601,true,,
SBL - Writings from the Ancient World,1570-7008,true,,
Culture and History of the Ancient Near East,1566-2055,true,,
Jewish and Christian Perspectives Series (J&CP),1388-2074,true,,
The Brill Reference Library of Judaism (BRLJ),1571-5000,true,,
Aries Book Series (ABS),1871-1405,true,,
Texts and Editions for New Testament Study,1574-7085,true,,
Religion in the Americas Series (REAM),1542-1279,true,,
Brill Handbooks on Contemporary Religion,1874-6691,true,,
Supplements to the Journal for the Study of Judaism,1384-2161,true,,
The History of Christian-Muslim Relations,1570-7350,true,,
Writings from the Greco-Roman World,1569-3600,true,,
SBL - The New Testament in the Greek Fathers,1570-5994,true,,
Ancient Judaism and Early Christianity,1871-6636,true,,
The Bible in Ancient Christianity,1542-1295,true,,
Studies in the History of Christian Traditions,1573-5664,true,,
Empirical Studies in Theology (EST),1389-1189,true,,
Archive for the Psychology of Religion/ Archiv für Religionspsychologie,0084-6724;1573-6121,true,,
International Humanitarian Law Series,1389-6776,true,,
Publications on Ocean Development,0924-1922;2542-8195,true,,
Brill's Indological Library (BIL),0925-2916,true,,
Brill's Japanese Studies Library,0925-6512,true,,
Handbook of Oriental Studies. Section 2 South Asia,0169-9377,true,,
Section 4 China,0169-9520,true,,
Handbook of Oriental Studies. Section 8 Uralic & Central Asian Studies,0169-8524,true,,
China Studies,1570-1344,true,,
Brill's Tibetan Studies Library (BTSL),1568-6183,true,,
Brill's Inner Asian Library,1566-7162,true,,
Brill’s Humanities in China Library,1874-8023,true,,
Columbia Studies in the Classical Tradition,0166-1302,true,,
"Mnemosyne, Supplements",0169-8958,true,,
Brill's Companions in Classical Studies,1872-3357,true,,
"Islamic Philosophy, Theology and Science. Texts and Studies",0169-8729,true,,
Themes in Islamic Studies,1389-823X,true,,
Muslim Minorities,1570-7571,true,,
Vocations and Learning,1874-785X;1874-7868,true,,
IEEE Transactions on Circuits and Systems - II - Express Briefs,1549-7747;1558-3791,true,,
Molecular Oncology,1574-7891;1878-0261,true,,
Twentieth-Century Music,1478-5722;1478-5730,true,,
